ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-07-18,38.25167603139342,31.5538290306537,59.0422002916945,38.25167603139342,38.25167603139342,7.0775211918856735,7.0775211918856735,7.0775211918856735,7.0775211918856735,7.0775211918856735,7.0775211918856735,0.0,0.0,0.0,45.329197223279095
2018-07-19,38.181997686249495,26.094979383038112,54.52000208018476,38.181997686249495,38.181997686249495,2.1681931599779705,2.1681931599779705,2.1681931599779705,2.1681931599779705,2.1681931599779705,2.1681931599779705,0.0,0.0,0.0,40.35019084622746
2018-07-20,38.11231934110557,25.1388918164027,53.967483688506306,38.11231934110557,38.11231934110557,1.1652019641258538,1.1652019641258538,1.1652019641258538,1.1652019641258538,1.1652019641258538,1.1652019641258538,0.0,0.0,0.0,39.277521305231424
2018-07-21,38.042641003161954,12.742532572416414,41.018494360479345,38.042641003161954,38.042641003161954,-10.968499886255065,-10.968499886255065,-10.968499886255065,-10.968499886255065,-10.968499886255065,-10.968499886255065,0.0,0.0,0.0,27.074141116906887
2018-07-22,37.97296266521834,1.2637955631702602,28.70427522796114,37.97296266521834,37.97296266521834,-23.34108733990196,-23.34108733990196,-23.34108733990196,-23.34108733990196,-23.34108733990196,-23.34108733990196,0.0,0.0,0.0,14.63187532531638
2018-07-23,37.903284327274726,39.92081504172346,67.37503167390456,37.903284327274726,37.903284327274726,15.266866267662321,15.266866267662321,15.266866267662321,15.266866267662321,15.266866267662321,15.266866267662321,0.0,0.0,0.0,53.17015059493705
2018-07-24,37.83360598933111,32.250021032612764,60.70510108494171,37.83360598933111,37.83360598933111,8.631804642483223,8.631804642483223,8.631804642483223,8.631804642483223,8.631804642483223,8.631804642483223,0.0,0.0,0.0,46.465410631814336
2018-07-25,37.7639276513875,30.77636088401648,57.78906455866168,37.7639276513875,37.7639276513875,7.077521191911983,7.077521191911983,7.077521191911983,7.077521191911983,7.077521191911983,7.077521191911983,0.0,0.0,0.0,44.84144884329948
2018-07-26,37.69424931344389,25.68547194961139,53.501197788283335,37.69424931344389,37.69424931344389,2.1681931599813486,2.1681931599813486,2.1681931599813486,2.1681931599813486,2.1681931599813486,2.1681931599813486,0.0,0.0,0.0,39.86244247342524
2018-07-27,37.62457097503663,24.431743545344307,52.3205902513603,37.62457097503663,37.62457097503663,1.1652019641296738,1.1652019641296738,1.1652019641296738,1.1652019641296738,1.1652019641296738,1.1652019641296738,0.0,0.0,0.0,38.789772939166305
2018-07-28,37.554892636629376,11.540469685217895,39.483413666397084,37.554892636629376,37.554892636629376,-10.96849988629885,-10.96849988629885,-10.96849988629885,-10.96849988629885,-10.96849988629885,-10.96849988629885,0.0,0.0,0.0,26.586392750330525
2018-07-29,37.48521429822212,0.7667664413370753,28.182527766121705,37.48521429822212,37.48521429822212,-23.34108733989422,-23.34108733989422,-23.34108733989422,-23.34108733989422,-23.34108733989422,-23.34108733989422,0.0,0.0,0.0,14.144126958327899
2018-07-30,37.41553595981486,39.458831163614896,66.26086904328619,37.41553595981486,37.41553595981486,15.266866267680147,15.266866267680147,15.266866267680147,15.266866267680147,15.266866267680147,15.266866267680147,0.0,0.0,0.0,52.682402227495004
2018-07-31,37.3458576214076,30.98974958108231,58.94162308783613,37.3458576214076,37.3458576214076,8.631804642482452,8.631804642482452,8.631804642482452,8.631804642482452,8.631804642482452,8.631804642482452,0.0,0.0,0.0,45.97766226389005
2018-08-01,37.27617928300034,30.627151898327863,57.79125996204627,37.27617928300034,37.27617928300034,7.077521191871192,7.077521191871192,7.077521191871192,7.077521191871192,7.077521191871192,7.077521191871192,0.0,0.0,0.0,44.35370047487153
2018-08-02,37.206500938903716,25.380942539392937,54.16554479409379,37.206500938903716,37.206500938903716,2.1681931599979105,2.1681931599979105,2.1681931599979105,2.1681931599979105,2.1681931599979105,2.1681931599979105,0.0,0.0,0.0,39.37469409890163
2018-08-03,37.136822594807086,24.667150382775127,51.93472182973568,37.136822594807086,37.136822594807086,1.16520196416029,1.16520196416029,1.16520196416029,1.16520196416029,1.16520196416029,1.16520196416029,0.0,0.0,0.0,38.302024558967375
